"First Name","Gender","Start Date","Last Login Time","Salary","Bonus %","State","Abbreviation"
Christine,Female,1989-07-03 00:00:00.000,"4:01 AM",94345,11.996,Tennessee,TN
Brenda,,1991-05-29 00:00:00.000,"6:32 AM",82439,19.062,Tennessee,TN
Betty,Female,2005-06-28 00:00:00.000,"6:03 PM",51613,12.984,Tennessee,TN
Ruby,Female,2000-11-08 00:00:00.000,"7:35 PM",105946,1.139,Tennessee,TN
Kevin,Male,1997-07-12 00:00:00.000,"2:07 AM",46080,9.635,Tennessee,TN
Arthur,Male,2014-01-01 00:00:00.000,"7:46 PM",134610,6.147,Tennessee,TN
Carl,,2014-02-07 00:00:00.000,"3:57 AM",125104,12.345,Tennessee,TN
Todd,Male,2009-03-11 00:00:00.000,"3:43 AM",107281,1.612,Tennessee,TN
Brenda,Female,2005-10-06 00:00:00.000,"9:33 PM",141521,4.337,Tennessee,TN
Judy,Female,1997-09-16 00:00:00.000,"12:10 AM",65931,2.304,Tennessee,TN
Todd,Male,1984-02-02 00:00:00.000,"10:13 AM",69989,10.985,Tennessee,TN
Lois,Female,2011-11-09 00:00:00.000,"7:06 AM",147183,9.999,Tennessee,TN
Walter,,1999-12-21 00:00:00.000,"10:33 PM",66757,18.099,Tennessee,TN
Jessica,Female,1985-09-27 00:00:00.000,"1:35 PM",75145,6.388,Tennessee,TN
Jeremy,Male,1988-06-14 00:00:00.000,"6:20 PM",129460,13.657,Tennessee,TN
Tammy,Female,1984-11-11 00:00:00.000,"10:30 AM",132839,17.463,Tennessee,TN
Anne,Female,2000-03-07 00:00:00.000,"6:45 AM",44537,18.284,Tennessee,TN
Jesse,Male,1999-10-25 00:00:00.000,"3:35 PM",118733,9.653,Tennessee,TN
Virginia,Female,1999-10-20 00:00:00.000,"6:23 AM",46905,19.154,Tennessee,TN
Jesse,Male,1981-03-02 00:00:00.000,"7:26 PM",79582,3.873,Tennessee,TN
Jeremy,,1996-11-10 00:00:00.000,"1:49 PM",55394,3.18,Tennessee,TN
Daniel,Male,2007-09-15 00:00:00.000,"10:16 PM",123811,7.664,Tennessee,TN
Patrick,,2004-08-30 00:00:00.000,"11:43 AM",137314,4.542,Tennessee,TN
Emily,Female,1988-01-13 00:00:00.000,"6:42 AM",36711,19.028,Tennessee,TN
Alan,Male,1988-06-26 00:00:00.000,"3:54 AM",111786,3.592,Tennessee,TN
James,Male,2015-07-11 00:00:00.000,"8:52 PM",72257,13.023,Tennessee,TN
Adam,Male,2007-07-05 00:00:00.000,"11:59 AM",71276,5.027,Tennessee,TN
Joan,,1980-07-25 00:00:00.000,"12:22 PM",38712,3.657,Tennessee,TN
Jeremy,Male,1981-08-12 00:00:00.000,"12:05 AM",46930,18.702,Tennessee,TN
Margaret,Female,1993-02-06 00:00:00.000,"1:05 PM",125220,3.733,Tennessee,TN
Mark,Male,1984-04-01 00:00:00.000,"1:21 PM",121477,17.44,Tennessee,TN
Marilyn,Female,1981-09-26 00:00:00.000,"2:23 AM",86386,2.937,Tennessee,TN
Cheryl,Female,2009-09-08 00:00:00.000,"10:16 AM",81308,2.196,Tennessee,TN
Benjamin,Male,1984-09-11 00:00:00.000,"6:37 AM",84810,15.794,Tennessee,TN
Harold,Male,1990-02-20 00:00:00.000,"11:00 PM",66775,2.158,Tennessee,TN
Ernest,,2002-01-18 00:00:00.000,"1:51 AM",72145,13.448,Tennessee,TN
Gerald,Male,2001-04-16 00:00:00.000,"10:09 PM",121604,1.923,Tennessee,TN
Judy,Female,1991-07-01 00:00:00.000,"2:33 AM",109510,13.457,Tennessee,TN
Bobby,Male,1996-03-31 00:00:00.000,"5:40 PM",112117,6.338,Tennessee,TN
Bobby,,1995-09-01 00:00:00.000,"2:09 PM",108127,15.858,Tennessee,TN
Marie,Female,2013-10-03 00:00:00.000,"8:05 PM",123711,10.966,Tennessee,TN
Kathy,Female,2013-12-18 00:00:00.000,"3:09 PM",132381,8.34,Tennessee,TN
Roy,Male,2006-08-06 00:00:00.000,"7:52 AM",148225,1.841,Tennessee,TN
Jacqueline,Female,1981-11-25 00:00:00.000,"3:01 PM",145988,18.243,Tennessee,TN
,Female,2008-07-08 00:00:00.000,"11:40 PM",62960,14.356,Tennessee,TN
Julie,Female,1986-03-23 00:00:00.000,"9:26 AM",56926,7.507,Tennessee,TN
Douglas,Male,2002-01-08 00:00:00.000,"6:42 PM",41428,14.372,Tennessee,TN
Linda,Female,1990-12-16 00:00:00.000,"2:20 AM",115658,3.041,Tennessee,TN
Ruby,Female,1988-12-10 00:00:00.000,"8:27 PM",76707,6.031,Tennessee,TN
Russell,Male,2005-01-02 00:00:00.000,"1:48 AM",60388,17.885,Tennessee,TN
Jeffrey,Male,1997-06-18 00:00:00.000,"8:01 PM",45150,12.075,Tennessee,TN
Aaron,Male,1994-01-29 00:00:00.000,"6:48 PM",58755,5.097,Tennessee,TN
Samuel,Male,1991-12-19 00:00:00.000,"2:54 AM",76076,5.319,Tennessee,TN
,Male,2010-01-27 00:00:00.000,"2:57 AM",87760,14.987,Tennessee,TN
Randy,Male,2014-03-16 00:00:00.000,"6:24 PM",135119,7.887,Tennessee,TN
Evelyn,Female,1983-09-03 00:00:00.000,"1:58 PM",36759,17.269,Tennessee,TN
Fred,Male,1987-02-13 00:00:00.000,"2:15 PM",121723,18.645,Tennessee,TN
Shirley,Female,1986-06-08 00:00:00.000,"2:25 AM",110061,7.494,Tennessee,TN
Todd,Male,2011-05-23 00:00:00.000,"4:14 PM",85074,1.844,Tennessee,TN
Robert,Male,2014-11-18 00:00:00.000,"5:00 AM",85799,19.93,Tennessee,TN
Mark,Male,2007-01-22 00:00:00.000,"2:37 PM",75150,12.182,Tennessee,TN
Earl,Male,2000-01-05 00:00:00.000,"5:46 PM",91344,4.035,Tennessee,TN
Richard,Male,2005-09-27 00:00:00.000,"1:41 AM",86326,10.717,Tennessee,TN
Michael,Male,1991-11-22 00:00:00.000,"12:57 PM",98753,16.443,Tennessee,TN
Steven,Male,2009-05-12 00:00:00.000,"2:14 PM",113060,2.846,Tennessee,TN
Carlos,Male,2007-09-19 00:00:00.000,"1:01 AM",77327,11.58,Tennessee,TN
Marie,Female,2011-10-20 00:00:00.000,"10:09 PM",62666,10.247,Tennessee,TN
Ronald,Male,2009-02-24 00:00:00.000,"2:09 PM",96633,4.99,Tennessee,TN
Scott,Male,2009-05-12 00:00:00.000,"4:36 AM",58248,3.914,Tennessee,TN
Steven,Male,2006-11-21 00:00:00.000,"8:30 AM",83706,6.96,Tennessee,TN
James,Male,1998-11-22 00:00:00.000,"3:48 AM",74086,5.778,Tennessee,TN
Lori,Female,1988-03-31 00:00:00.000,"10:59 PM",95389,14.223,Tennessee,TN
Philip,Male,1989-08-02 00:00:00.000,"11:21 AM",129968,19.897,Tennessee,TN
Phyllis,Female,2005-11-24 00:00:00.000,"11:57 PM",140347,8.723,Tennessee,TN
Thomas,,1995-08-31 00:00:00.000,"8:31 PM",41549,3.95,Tennessee,TN
Cynthia,Female,2012-12-03 00:00:00.000,"11:03 PM",74287,10.751,Tennessee,TN
,Male,2011-10-09 00:00:00.000,"9:29 AM",69906,4.844,Tennessee,TN
,Male,1997-04-22 00:00:00.000,"9:36 PM",65078,3.095,Tennessee,TN
Elizabeth,Female,2005-11-10 00:00:00.000,"4:56 AM",106406,1.782,Tennessee,TN
Andrea,Female,2003-09-14 00:00:00.000,"10:30 PM",115913,12.121,Tennessee,TN
Judy,Female,1990-02-01 00:00:00.000,"3:32 PM",38092,5.668,Tennessee,TN
Russell,Male,2014-08-13 00:00:00.000,"3:51 PM",121160,7.843,Tennessee,TN
Scott,Male,2011-12-17 00:00:00.000,"3:45 AM",90429,4.45,Tennessee,TN
Sarah,Female,1994-05-22 00:00:00.000,"7:06 AM",64207,7.824,Tennessee,TN
Susan,Female,2004-09-25 00:00:00.000,"1:30 AM",80688,18.892,Tennessee,TN
Margaret,Female,2014-05-05 00:00:00.000,"6:01 AM",55044,4.078,Tennessee,TN
Joshua,Male,2009-11-09 00:00:00.000,"6:32 AM",72893,9.555,Tennessee,TN
Justin,,2005-04-15 00:00:00.000,"8:43 PM",96978,13.865,Tennessee,TN
Juan,Male,2002-04-16 00:00:00.000,"11:09 PM",97364,3.595,Tennessee,TN
Gloria,,1983-07-19 00:00:00.000,"1:57 AM",140885,1.113,Tennessee,TN
Jennifer,,1989-01-24 00:00:00.000,"8:38 PM",58520,16.231,Tennessee,TN
Edward,Male,1989-08-04 00:00:00.000,"6:06 AM",66067,10.957,Tennessee,TN
Marilyn,Female,1982-12-17 00:00:00.000,"12:10 PM",147183,8.748,Tennessee,TN
Mary,Female,2009-10-18 00:00:00.000,"6:32 PM",87721,12.484,Tennessee,TN
Linda,Female,2009-07-15 00:00:00.000,"10:12 PM",144001,2.194,Tennessee,TN
Larry,Male,2003-08-27 00:00:00.000,"1:00 PM",91133,5.14,Tennessee,TN
Albert,Male,1997-02-01 00:00:00.000,"4:20 PM",67827,19.717,Tennessee,TN
Kenneth,Male,1999-04-13 00:00:00.000,"10:28 PM",81839,12.072,Tennessee,TN
,Female,2006-12-31 00:00:00.000,"11:02 PM",81444,3.171,Tennessee,TN
Gregory,,2011-07-09 00:00:00.000,"11:31 PM",137661,4.805,Tennessee,TN
Brandon,Male,2015-10-16 00:00:00.000,"2:44 AM",112548,4.664,Tennessee,TN
Stephen,Male,1987-04-09 00:00:00.000,"12:47 PM",111249,10.574,Tennessee,TN
Russell,Male,1994-10-30 00:00:00.000,"5:46 AM",114334,9.669,Tennessee,TN
,Female,2002-09-18 00:00:00.000,"12:39 PM",118906,4.537,Tennessee,TN
Pamela,,2001-07-15 00:00:00.000,"1:33 PM",72979,5.66,Tennessee,TN
Scott,Male,1996-08-03 00:00:00.000,"1:50 AM",64172,10.894,Tennessee,TN
,Female,1996-04-18 00:00:00.000,"3:57 PM",107024,12.182,Tennessee,TN
Carlos,Male,2010-07-28 00:00:00.000,"3:08 PM",50167,2.362,Tennessee,TN
Jack,Male,1980-12-24 00:00:00.000,"10:58 PM",106995,15.723,Tennessee,TN
Debra,Female,2010-01-19 00:00:00.000,"8:48 AM",70492,8.895,Tennessee,TN
Phyllis,Female,1995-01-15 00:00:00.000,"5:27 AM",125881,16.697,Tennessee,TN
Robert,Male,1994-10-29 00:00:00.000,"4:26 AM",123294,19.894,Tennessee,TN
Gloria,Female,1989-09-19 00:00:00.000,"7:40 PM",131045,11.312,Tennessee,TN
Sharon,,1984-10-28 00:00:00.000,"5:59 PM",97635,10.413,Tennessee,TN
Barbara,,2001-04-26 00:00:00.000,"12:22 AM",94493,13.443,Tennessee,TN
Marilyn,Female,1989-08-15 00:00:00.000,"9:14 AM",140502,9.989,Tennessee,TN
Ralph,Male,2010-10-27 00:00:00.000,"10:28 AM",106310,4.03,Tennessee,TN
Harry,,1996-12-05 00:00:00.000,"5:45 AM",46240,6.976,Tennessee,TN
Robin,Female,1998-01-08 00:00:00.000,"2:12 AM",111163,5.025,Tennessee,TN
Kathy,Female,2001-11-25 00:00:00.000,"9:55 PM",93753,7.094,Tennessee,TN
Rose,Female,2002-07-06 00:00:00.000,"3:57 PM",63494,19.385,Tennessee,TN
Clarence,Male,2005-01-13 00:00:00.000,"9:00 AM",116693,13.835,Tennessee,TN
Doris,Female,1992-07-29 00:00:00.000,"6:40 PM",85215,7.425,Tennessee,TN
Kathryn,Female,1988-06-09 00:00:00.000,"9:29 AM",86439,7.799,Tennessee,TN
Billy,,2004-03-16 00:00:00.000,"8:21 AM",62913,18.241,Tennessee,TN
Norma,Female,1996-04-16 00:00:00.000,"5:40 AM",38872,9.302,Tennessee,TN
Richard,,1992-11-28 00:00:00.000,"5:05 PM",124655,14.272,Tennessee,TN
Craig,Male,1984-02-08 00:00:00.000,"4:45 AM",113506,19.642,Tennessee,TN
Sarah,,1990-07-20 00:00:00.000,"10:49 PM",109980,8.86,Tennessee,TN
Sharon,Female,2014-03-09 00:00:00.000,"4:39 PM",91522,7.564,Tennessee,TN
Mary,Female,2010-08-22 00:00:00.000,"8:03 AM",42214,17.538,Tennessee,TN
Steve,,2002-02-23 00:00:00.000,"3:55 AM",83159,9.55,Tennessee,TN
Joe,Male,2010-12-05 00:00:00.000,"4:20 PM",144082,1.62,Tennessee,TN
Jeremy,Male,1994-05-29 00:00:00.000,"6:24 AM",47885,19.276,Tennessee,TN
Ernest,Male,2012-08-14 00:00:00.000,"11:25 AM",126232,6.191,Tennessee,TN
Kevin,Male,1981-06-23 00:00:00.000,"8:26 PM",134598,11.699,Tennessee,TN
Jacqueline,Female,2007-02-11 00:00:00.000,"2:01 AM",66604,14.609,Tennessee,TN
Johnny,Male,1992-09-14 00:00:00.000,"8:21 AM",115194,5.861,Tennessee,TN
Gary,Male,2011-08-18 00:00:00.000,"8:12 AM",49101,11.9,Tennessee,TN
Shirley,,1990-11-16 00:00:00.000,"6:01 PM",67811,12.699,Tennessee,TN
,Male,2008-06-29 00:00:00.000,"5:23 AM",111043,5.966,Tennessee,TN
Sarah,,1981-08-31 00:00:00.000,"2:51 PM",37748,9.047,Tennessee,TN
Julia,Female,1982-03-02 00:00:00.000,"12:52 PM",36403,2.664,Tennessee,TN
Dorothy,Female,2013-11-05 00:00:00.000,"10:50 PM",140136,3.12,Tennessee,TN
Justin,Male,1986-05-22 00:00:00.000,"6:30 AM",121508,19.334,Tennessee,TN
Kevin,Male,1986-11-20 00:00:00.000,"6:59 PM",79906,18.021,Tennessee,TN
Victor,Male,2005-09-24 00:00:00.000,"12:04 PM",123144,16.261,Tennessee,TN
Deborah,Female,1980-11-25 00:00:00.000,"4:33 AM",46953,17.436,Tennessee,TN
Matthew,,2003-06-09 00:00:00.000,"7:35 AM",79443,14.637,Tennessee,TN
Alice,Female,1986-05-02 00:00:00.000,"1:50 AM",51395,2.378,Tennessee,TN
Todd,Male,2016-03-16 00:00:00.000,"2:45 PM",134408,3.56,Tennessee,TN
Frank,Male,1981-01-10 00:00:00.000,"1:30 PM",71853,8.037,Tennessee,TN
Christopher,Male,1999-05-13 00:00:00.000,"10:48 AM",68028,7.869,Tennessee,TN
Rose,Female,2015-05-28 00:00:00.000,"8:40 AM",149903,5.63,Tennessee,TN
Andrea,Female,2010-10-01 00:00:00.000,"11:54 AM",79123,19.422,Tennessee,TN
Charles,Male,1999-12-16 00:00:00.000,"8:28 PM",104014,7.077,Tennessee,TN
Jessica,,2015-03-07 00:00:00.000,"8:45 PM",121160,12.993,Tennessee,TN
Wanda,Female,2008-07-20 00:00:00.000,"1:44 PM",65362,7.132,Tennessee,TN
Joyce,Female,1995-02-07 00:00:00.000,"7:38 AM",50701,14.227,Tennessee,TN
Billy,Male,2006-12-01 00:00:00.000,"3:32 PM",144709,10.069,Tennessee,TN
Kathryn,Female,2007-08-29 00:00:00.000,"6:10 AM",53061,11.864,Tennessee,TN
Denise,Female,2001-03-18 00:00:00.000,"12:02 AM",36697,11.196,Tennessee,TN
Jason,Male,1998-11-20 00:00:00.000,"2:54 PM",69244,6.22,Tennessee,TN
Nicholas,Male,2013-03-01 00:00:00.000,"9:26 PM",101036,2.826,Tennessee,TN
Aaron,Male,1990-07-22 00:00:00.000,"2:53 PM",52119,11.343,Tennessee,TN
Louise,Female,2003-05-13 00:00:00.000,"9:47 AM",46666,1.886,Tennessee,TN
Julie,Female,1998-04-23 00:00:00.000,"5:52 AM",73437,2.518,Tennessee,TN
Kathy,Female,1987-05-08 00:00:00.000,"6:19 PM",86318,18.492,Tennessee,TN
,Male,2016-05-24 00:00:00.000,"9:17 PM",76409,7.008,Tennessee,TN
Chris,Male,2006-12-12 00:00:00.000,"1:57 AM",71642,1.496,Tennessee,TN
Cheryl,Female,1994-08-16 00:00:00.000,"8:33 AM",67150,15.85,Tennessee,TN
Gregory,Male,2009-05-15 00:00:00.000,"3:52 PM",142208,11.204,Tennessee,TN
Wayne,Male,1992-01-30 00:00:00.000,"3:01 PM",81183,17.066,Tennessee,TN
Beverly,Female,2005-11-30 00:00:00.000,"2:57 AM",107163,3.665,Tennessee,TN
Willie,Male,2009-08-22 00:00:00.000,"1:03 PM",55038,19.691,Tennessee,TN
Terry,,2016-07-15 00:00:00.000,"12:29 AM",140002,19.49,Tennessee,TN
Scott,Male,2012-11-17 00:00:00.000,"2:47 PM",146812,1.965,Tennessee,TN
Annie,Female,1994-12-19 00:00:00.000,"6:19 AM",40119,4.338,Tennessee,TN
,Male,1995-02-21 00:00:00.000,"12:26 AM",136602,10.429,Tennessee,TN
Ruth,Female,2000-10-24 00:00:00.000,"4:13 AM",69579,18.029,Tennessee,TN
Deborah,,1983-02-03 00:00:00.000,"11:38 PM",101457,6.662,Tennessee,TN
Patricia,Female,2015-01-09 00:00:00.000,"4:16 AM",121232,16.624,Tennessee,TN
Albert,Male,2007-09-30 00:00:00.000,"5:34 PM",102626,15.843,Tennessee,TN
Charles,,1987-03-01 00:00:00.000,"1:00 PM",137171,5.574,Tennessee,TN
Tina,Female,2005-01-17 00:00:00.000,"9:11 AM",88276,14.248,Tennessee,TN
Jeremy,Male,2001-08-09 00:00:00.000,"3:56 AM",43354,13.946,Tennessee,TN
Craig,Male,1996-04-14 00:00:00.000,"9:17 AM",125556,7.996,Tennessee,TN
Jose,Male,2002-07-11 00:00:00.000,"9:15 AM",59862,3.269,Tennessee,TN
Lawrence,Male,2005-05-13 00:00:00.000,"1:25 AM",74640,18.641,Tennessee,TN
Helen,Female,1997-10-31 00:00:00.000,"2:43 AM",52875,4.188,Tennessee,TN
Walter,Male,2007-08-04 00:00:00.000,"1:59 PM",58789,5.461,Tennessee,TN
Amy,Female,2002-06-19 00:00:00.000,"3:06 AM",122897,8.222,Tennessee,TN
Janice,Female,1997-06-28 00:00:00.000,"1:48 PM",136032,10.696,Tennessee,TN
Stephen,Male,2015-05-09 00:00:00.000,"7:07 PM",141958,9.078,Tennessee,TN
Ryan,Male,1993-07-20 00:00:00.000,"10:18 PM",139917,11.466,Tennessee,TN
Sharon,Female,2002-03-12 00:00:00.000,"6:32 AM",147635,14.693,Tennessee,TN
Joshua,Male,1984-07-10 00:00:00.000,"7:22 PM",68230,8.047,Tennessee,TN
Clarence,Male,1992-08-20 00:00:00.000,"8:23 PM",124365,8.457,Tennessee,TN
Jonathan,Male,2002-08-15 00:00:00.000,"12:01 AM",104749,11.364,Tennessee,TN
Stephanie,Female,1992-11-26 00:00:00.000,"12:54 AM",122121,7.937,Tennessee,TN
Kathy,Female,1996-10-25 00:00:00.000,"12:59 PM",143541,8.461,Tennessee,TN
Albert,Male,2008-08-14 00:00:00.000,"5:43 PM",137840,9.705,Tennessee,TN
Michael,Male,2011-05-22 00:00:00.000,"10:42 AM",73354,18.357,Tennessee,TN
Richard,Male,1997-07-04 00:00:00.000,"11:47 AM",47647,18.787,Tennessee,TN
Amy,Female,2008-03-30 00:00:00.000,"10:54 PM",106249,15.967,Tennessee,TN
,Female,2013-04-27 00:00:00.000,"6:40 AM",93847,1.085,Tennessee,TN
Beverly,,1995-05-03 00:00:00.000,"5:49 AM",104815,3.38,Tennessee,TN
,Female,1992-04-26 00:00:00.000,"8:01 PM",115436,3.099,Tennessee,TN
Joe,Male,2000-04-14 00:00:00.000,"3:14 PM",50645,11.119,Tennessee,TN
Ashley,Female,1997-08-15 00:00:00.000,"9:48 PM",142415,1.985,Tennessee,TN
Howard,Male,2012-04-09 00:00:00.000,"6:36 AM",37984,2.021,Tennessee,TN
Cheryl,Female,2014-12-03 00:00:00.000,"9:27 AM",71751,15.918,Tennessee,TN
Robert,Male,2007-03-11 00:00:00.000,"11:20 AM",135882,19.944,Tennessee,TN
Sharon,Female,2011-07-01 00:00:00.000,"9:50 AM",46007,19.731,Tennessee,TN
Judith,Female,2007-11-23 00:00:00.000,"1:22 PM",117055,7.461,Tennessee,TN
Nicholas,,1989-09-09 00:00:00.000,"7:12 PM",58478,6.525,Tennessee,TN
Jerry,Male,1995-01-30 00:00:00.000,"7:51 PM",121357,18.845,Tennessee,TN
Craig,Male,2005-11-01 00:00:00.000,"11:31 PM",44857,13.266,Tennessee,TN
Barbara,Female,2002-03-21 00:00:00.000,"8:02 AM",47322,7.25,Tennessee,TN
Eugene,Male,1984-05-24 00:00:00.000,"10:54 AM",81077,2.117,Tennessee,TN
Johnny,Male,2016-02-26 00:00:00.000,"7:39 PM",76394,5.437,Tennessee,TN
Benjamin,Male,2013-05-05 00:00:00.000,"3:28 PM",114356,7.123,Tennessee,TN
Diana,Female,1994-06-13 00:00:00.000,"4:21 PM",41831,4.548,Tennessee,TN
Barbara,,1980-12-10 00:00:00.000,"11:04 PM",90187,14.764,Tennessee,TN
Christine,Female,2003-02-01 00:00:00.000,"1:11 PM",72613,11.126,Tennessee,TN
Sean,Male,2013-02-11 00:00:00.000,"7:07 PM",42748,9.765,Tennessee,TN
Sarah,Female,1980-11-03 00:00:00.000,"2:47 PM",37259,1.763,Tennessee,TN
Roger,Male,2015-08-03 00:00:00.000,"4:56 PM",125033,4.887,Tennessee,TN
,Female,2014-06-24 00:00:00.000,"10:05 AM",38275,10.494,Tennessee,TN
,Male,1980-04-20 00:00:00.000,"1:17 PM",71520,13.248,Tennessee,TN
Donald,Male,1995-07-14 00:00:00.000,"7:51 AM",106472,6.499,Tennessee,TN
Clarence,Male,2015-11-03 00:00:00.000,"12:11 AM",103684,18.654,Tennessee,TN
Scott,Male,1996-11-23 00:00:00.000,"7:36 PM",96111,15.592,Tennessee,TN
Ann,Female,1984-11-04 00:00:00.000,"12:17 PM",90719,6.22,Tennessee,TN
Frank,Male,2003-04-27 00:00:00.000,"12:04 PM",140303,17.07,Tennessee,TN
Joe,Male,1983-07-04 00:00:00.000,"7:32 AM",62161,8.13,Tennessee,TN
Wanda,Female,1993-04-06 00:00:00.000,"3:11 AM",78883,19.695,Tennessee,TN
Jimmy,Male,2013-11-19 00:00:00.000,"7:29 PM",63549,19.624,Tennessee,TN
Amy,,1984-12-25 00:00:00.000,"10:52 AM",63888,18.115,Tennessee,TN
Larry,Male,1999-01-08 00:00:00.000,"2:05 AM",97370,10.458,Tennessee,TN
Gloria,Female,1992-04-12 00:00:00.000,"8:26 PM",66224,15.979,Tennessee,TN
Ruth,Female,1996-12-12 00:00:00.000,"10:07 AM",97915,3.997,Tennessee,TN
Diana,Female,1995-01-19 00:00:00.000,"12:37 AM",86883,18.003,Tennessee,TN
Raymond,Male,2009-02-16 00:00:00.000,"10:38 PM",37812,3.178,Tennessee,TN
Peter,Male,2003-02-22 00:00:00.000,"9:09 AM",56580,8.411,Tennessee,TN
,,1981-09-25 00:00:00.000,"9:59 AM",83895,17.971,Tennessee,TN
Catherine,Female,2013-08-31 00:00:00.000,"7:24 PM",58047,14.858,Tennessee,TN
Diane,Female,1982-07-05 00:00:00.000,"4:56 PM",124889,15.026,Tennessee,TN
Peter,,2014-10-13 00:00:00.000,"9:33 PM",118840,14.509,Tennessee,TN
Steve,Male,1995-08-22 00:00:00.000,"6:58 AM",67780,9.54,Tennessee,TN
Barbara,Female,2004-03-22 00:00:00.000,"8:11 AM",144677,8.696,Tennessee,TN
Helen,,1993-12-02 00:00:00.000,"1:42 PM",45724,1.022,Tennessee,TN
Jimmy,,1983-08-26 00:00:00.000,"2:48 AM",86676,7.175,Tennessee,TN
Christopher,Male,2014-04-23 00:00:00.000,"7:52 AM",82401,7.252,Tennessee,TN
Kathleen,Female,2014-06-13 00:00:00.000,"9:16 AM",35575,14.595,Tennessee,TN
Virginia,Female,2010-05-02 00:00:00.000,"9:10 PM",123649,10.154,Tennessee,TN
Lisa,Female,2005-02-26 00:00:00.000,"6:33 PM",38078,10.28,Tennessee,TN
Earl,Male,2014-02-11 00:00:00.000,"9:03 PM",52620,13.773,Tennessee,TN
Gerald,,1992-01-08 00:00:00.000,"3:50 PM",133366,12.292,Tennessee,TN
Louise,Female,1981-09-18 00:00:00.000,"5:47 AM",91462,8.205,Tennessee,TN
Clarence,Male,1982-08-26 00:00:00.000,"9:47 AM",146589,4.905,Tennessee,TN
Cynthia,Female,1991-09-14 00:00:00.000,"1:08 PM",51633,13.472,Tennessee,TN
Adam,Male,2010-10-08 00:00:00.000,"9:53 PM",45181,3.491,Tennessee,TN
Justin,Male,1999-09-06 00:00:00.000,"10:30 AM",62454,3.459,Tennessee,TN
,Female,2009-12-02 00:00:00.000,"3:30 AM",84746,4.82,Tennessee,TN
Ruby,Female,1999-05-01 00:00:00.000,"3:36 AM",147362,7.851,Tennessee,TN
Amanda,Female,2004-08-01 00:00:00.000,"1:32 PM",80803,14.077,Tennessee,TN
Anna,Female,2008-04-15 00:00:00.000,"2:34 PM",117293,2.366,Tennessee,TN
Roger,Male,2010-07-03 00:00:00.000,"5:11 PM",105689,13.32,Tennessee,TN
Julie,,1999-02-04 00:00:00.000,"5:35 PM",93302,9.048,Tennessee,TN
Joseph,Male,1992-09-10 00:00:00.000,"6:50 PM",102555,3.672,Tennessee,TN
Evelyn,Female,1998-09-22 00:00:00.000,"7:55 PM",51525,10.366,Tennessee,TN
Janice,Female,1984-01-02 00:00:00.000,"9:06 PM",41190,3.311,Tennessee,TN
Sara,Female,1980-02-25 00:00:00.000,"10:50 PM",75484,3.186,Tennessee,TN
Gregory,Male,1984-06-18 00:00:00.000,"3:46 AM",82726,16.304,Tennessee,TN
Philip,Male,1985-07-18 00:00:00.000,"6:36 AM",122319,19.122,Tennessee,TN
Barbara,Female,1991-09-02 00:00:00.000,"3:41 PM",127297,11.905,Tennessee,TN
Amanda,Female,2002-06-07 00:00:00.000,"7:46 AM",109290,13.853,Tennessee,TN
Phyllis,,1985-10-25 00:00:00.000,"7:11 AM",99150,6.007,Tennessee,TN
Anne,Female,1996-10-26 00:00:00.000,"8:09 PM",71930,18.451,Tennessee,TN
Arthur,Male,2014-12-16 00:00:00.000,"4:56 PM",66819,6.639,Tennessee,TN
Jane,Female,1994-06-01 00:00:00.000,"8:39 AM",42424,18.115,Tennessee,TN
Linda,Female,1985-08-18 00:00:00.000,"4:34 AM",51431,13.295,Tennessee,TN
Ashley,Female,1999-11-17 00:00:00.000,"9:18 PM",120675,6.51,Tennessee,TN
Shawn,Male,2009-12-03 00:00:00.000,"10:24 AM",96610,2.097,Tennessee,TN
Kathleen,Female,1996-09-20 00:00:00.000,"3:45 PM",71430,8.572,Tennessee,TN
Sara,,1983-10-07 00:00:00.000,"1:35 PM",87713,18.863,Tennessee,TN
Randy,Male,2002-05-02 00:00:00.000,"7:39 PM",86723,14.842,Tennessee,TN
Andrew,Male,1985-03-29 00:00:00.000,"6:57 PM",43414,7.563,Tennessee,TN
Marilyn,Female,2006-08-09 00:00:00.000,"11:24 AM",87145,17.33,Tennessee,TN
Johnny,Male,1995-01-08 00:00:00.000,"1:35 PM",91124,12.986,Tennessee,TN
,Female,1980-04-01 00:00:00.000,"8:04 PM",48141,12.605,Tennessee,TN
Susan,Female,1986-04-18 00:00:00.000,"9:31 AM",90829,19.142,Tennessee,TN
Ruby,Female,1980-07-07 00:00:00.000,"3:42 AM",101262,6.773,Tennessee,TN
Kelly,Female,1996-08-16 00:00:00.000,"3:09 AM",41427,1.431,Tennessee,TN
Jonathan,Male,1995-04-06 00:00:00.000,"10:38 PM",56993,18.623,Tennessee,TN
Raymond,Male,1996-01-13 00:00:00.000,"4:14 PM",114244,16.69,Tennessee,TN
Kimberly,Female,1981-12-30 00:00:00.000,"4:51 AM",81800,5.435,Tennessee,TN
,Female,2009-01-13 00:00:00.000,"1:01 PM",118736,7.421,Tennessee,TN
John,Male,1995-01-22 00:00:00.000,"12:17 AM",66077,5.809,Tennessee,TN
Michael,Male,1993-07-30 00:00:00.000,"5:35 PM",35013,14.879,Tennessee,TN
Jerry,Male,2003-05-04 00:00:00.000,"4:29 AM",98393,11.393,Tennessee,TN
